[ID],ControllerName,InGeoDb,ClampInWorld,GfxDescriptorPorteur,Radius,AddToHexagonMap,PorteurMustBeVisible,RelativeScanningPosition,CameraFollower,MustUpdateZoneIndice,LowAltitudeFlyingAltitude,NearGroundFlyingAltitude,ClampOutMap,HasNearlyNullBBox,_ShortDatabaseName
32440,PositionController,True,True,43 : 17395 (True) - TGfxDescriptorPorteur,13000,True,True,0,0,520,null,null,null,null,null,null,null
32544,PositionController,True,True,43 : 17396 (True) - TGfxDescriptorPorteur,520,True,True,0,0,520,136 : 44872 (True) - TGfxDescriptorCameraFollower,null,null,null,null,null,null
32595,PositionController,True,True,43 : 17396 (True) - TGfxDescriptorPorteur,520,True,True,0,0,520,136 : 44923 (True) - TGfxDescriptorCameraFollower,null,null,null,null,null,null
32669,PositionController,True,True,43 : 17396 (True) - TGfxDescriptorPorteur,130,True,True,0,0,520,136 : 44976 (True) - TGfxDescriptorCameraFollower,True,null,null,null,null,null
32683,PositionController,True,True,43 : 17396 (True) - TGfxDescriptorPorteur,130,True,True,0,0,520,136 : 44976 (True) - TGfxDescriptorCameraFollower,null,null,null,null,null,null
32757,PositionController,True,True,43 : 17396 (True) - TGfxDescriptorPorteur,390,True,True,0,0,520,136 : 44872 (True) - TGfxDescriptorCameraFollower,null,null,null,null,null,null
32766,PositionController,True,True,43 : 17396 (True) - TGfxDescriptorPorteur,780,True,True,0,0,520,136 : 44872 (True) - TGfxDescriptorCameraFollower,null,null,null,null,null,null
32794,PositionController,True,True,43 : 17396 (True) - TGfxDescriptorPorteur,780,True,True,0,0,520,136 : 45060 (True) - TGfxDescriptorCameraFollower,null,null,null,null,null,null
32803,PositionController,True,True,43 : 17396 (True) - TGfxDescriptorPorteur,390,True,True,0,0,520,136 : 44923 (True) - TGfxDescriptorCameraFollower,null,null,null,null,null,null
32845,PositionController,True,True,43 : 17396 (True) - TGfxDescriptorPorteur,390,True,True,0,0,520,136 : 45060 (True) - TGfxDescriptorCameraFollower,null,null,null,null,null,null
33055,PositionController,True,True,43 : 17396 (True) - TGfxDescriptorPorteur,520,True,True,0,0,520,136 : 44872 (True) - TGfxDescriptorCameraFollower,True,null,null,null,null,null
33078,PositionController,True,True,43 : 17396 (True) - TGfxDescriptorPorteur,780,True,True,0,0,520,136 : 44923 (True) - TGfxDescriptorCameraFollower,null,null,null,null,null,null
33151,PositionController,True,True,43 : 17396 (True) - TGfxDescriptorPorteur,390,True,True,0,0,520,136 : 44872 (True) - TGfxDescriptorCameraFollower,True,null,null,null,null,null
33344,PositionController,True,True,43 : 17396 (True) - TGfxDescriptorPorteur,520,True,True,0,0,520,136 : 45060 (True) - TGfxDescriptorCameraFollower,null,null,null,null,null,null
34122,PositionController,True,True,43 : 17396 (True) - TGfxDescriptorPorteur,780,True,True,0,0,520,136 : 44872 (True) - TGfxDescriptorCameraFollower,True,null,null,null,null,null
41103,PositionController,True,True,43 : 17396 (True) - TGfxDescriptorPorteur,520,True,True,0,0,1560,136 : 44923 (True) - TGfxDescriptorCameraFollower,null,null,null,null,null,null
41137,PositionController,True,True,43 : 17396 (True) - TGfxDescriptorPorteur,520,True,True,0,0,1560,136 : 44923 (True) - TGfxDescriptorCameraFollower,True,null,null,null,null,null
41410,PositionController,True,True,43 : 17397 (True) - TGfxDescriptorPorteur,1560,True,True,0,0,520,136 : 52779 (True) - TGfxDescriptorCameraFollower,null,7800,1040,null,null,null
41605,PositionController,True,True,43 : 17397 (True) - TGfxDescriptorPorteur,1560,True,True,0,0,520,136 : 52779 (True) - TGfxDescriptorCameraFollower,True,7800,1040,null,null,null
41924,PositionController,True,True,43 : 17397 (True) - TGfxDescriptorPorteur,1560,True,True,0,0,520,136 : 52779 (True) - TGfxDescriptorCameraFollower,null,7800,650,null,null,null
42832,PositionController,True,null,43 : 17397 (True) - TGfxDescriptorPorteur,1560,True,True,0,0,520,136 : 53939 (True) - TGfxDescriptorCameraFollower,null,26000,null,True,null,null
42850,PositionController,True,null,43 : 17397 (True) - TGfxDescriptorPorteur,1560,True,True,0,0,520,136 : 53939 (True) - TGfxDescriptorCameraFollower,null,39000,null,True,null,null
42862,PositionController,True,null,43 : 17397 (True) - TGfxDescriptorPorteur,1560,True,True,0,0,520,136 : 53939 (True) - TGfxDescriptorCameraFollower,null,52000,null,True,null,null
42888,PositionController,True,null,43 : 17397 (True) - TGfxDescriptorPorteur,1560,True,True,0,0,520,136 : 53939 (True) - TGfxDescriptorCameraFollower,null,65000,null,True,null,null
42979,PositionController,True,null,43 : 17397 (True) - TGfxDescriptorPorteur,1560,True,True,0,0,520,136 : 53939 (True) - TGfxDescriptorCameraFollower,null,78000,null,True,null,null
44871,PositionController,null,True,43 : 17396 (True) - TGfxDescriptorPorteur,520,null,True,0,0,520,null,null,null,null,null,null,null
44883,FirePositionController,null,True,43 : 17396 (True) - TGfxDescriptorPorteur,2600,null,True,null,null,null,null,null,null,null,null
44975,PositionController,null,True,43 : 17396 (True) - TGfxDescriptorPorteur,130,null,True,0,0,520,null,null,null,null,null,null,null
45038,PositionController,null,True,43 : 17396 (True) - TGfxDescriptorPorteur,390,null,True,0,0,520,null,null,null,null,null,null,null
45044,PositionController,null,True,43 : 17396 (True) - TGfxDescriptorPorteur,780,null,True,0,0,520,null,null,null,null,null,null,null
52778,PositionController,null,True,43 : 17397 (True) - TGfxDescriptorPorteur,1560,null,True,0,0,520,null,null,7800,1040,null,null,null
53157,PositionController,null,True,43 : 17397 (True) - TGfxDescriptorPorteur,1560,null,True,0,0,520,null,null,7800,650,null,null,null
53938,PositionController,null,null,43 : 17397 (True) - TGfxDescriptorPorteur,1560,null,True,0,0,520,null,null,26000,null,True,null,null
53951,PositionController,null,null,43 : 17397 (True) - TGfxDescriptorPorteur,1560,null,True,0,0,520,null,null,39000,null,True,null,null
53961,PositionController,null,null,43 : 17397 (True) - TGfxDescriptorPorteur,1560,null,True,0,0,520,null,null,52000,null,True,null,null
53983,PositionController,null,null,43 : 17397 (True) - TGfxDescriptorPorteur,1560,null,True,0,0,520,null,null,65000,null,True,null,null
54065,PositionController,null,null,43 : 17397 (True) - TGfxDescriptorPorteur,1560,null,True,0,0,520,null,null,78000,null,True,null,null
77229,SmokePositionController,null,True,43 : 17396 (True) - TGfxDescriptorPorteur,2600,null,True,null,null,null,null,null,null,null,null
97913,SmokePositionController,null,True,43 : 17396 (True) - TGfxDescriptorPorteur,9100,null,True,null,null,null,null,null,null,null,null
97928,PositionController,null,null,43 : 17397 (True) - TGfxDescriptorPorteur,130,null,True,0,0,520,136 : 103284 (True) - TGfxDescriptorCameraFollower,null,null,null,True,null,null
97977,SmokePositionController,null,True,43 : 17396 (True) - TGfxDescriptorPorteur,7800,null,True,null,null,null,null,null,null,null,null
97996,SmokePositionController,null,True,43 : 17396 (True) - TGfxDescriptorPorteur,13000,null,True,null,null,null,null,null,null,null,null
98254,SmokePositionController,null,True,43 : 17396 (True) - TGfxDescriptorPorteur,3900,null,True,null,null,null,null,null,null,null,null
98271,SmokePositionController,null,True,43 : 17396 (True) - TGfxDescriptorPorteur,6500,null,True,null,null,null,null,null,null,null,null
98471,PositionController,True,null,43 : 17397 (True) - TGfxDescriptorPorteur,130,null,True,0,0,520,136 : 103284 (True) - TGfxDescriptorCameraFollower,null,null,null,True,null,null
98504,FirePositionController,null,True,43 : 17396 (True) - TGfxDescriptorPorteur,7800,null,True,null,null,null,null,null,null,null,null
98671,SmokePositionController,null,True,43 : 17396 (True) - TGfxDescriptorPorteur,5200,null,True,null,null,null,null,null,null,null,null
99052,FirePositionController,null,True,43 : 17396 (True) - TGfxDescriptorPorteur,13000,null,True,null,null,null,null,null,null,null,null
101612,FirePositionController,null,True,43 : 17396 (True) - TGfxDescriptorPorteur,15600,null,True,null,null,null,null,null,null,null,null
106302,SmokePositionController,null,True,43 : 17396 (True) - TGfxDescriptorPorteur,10400,null,True,null,null,null,null,null,null,null,null
107747,FirePositionController,null,True,43 : 17396 (True) - TGfxDescriptorPorteur,1300,null,True,null,null,null,null,null,null,null,null
107761,FirePositionController,null,True,43 : 17396 (True) - TGfxDescriptorPorteur,5200,null,True,null,null,null,null,null,null,null,null
107856,SmokePositionController,null,True,43 : 17396 (True) - TGfxDescriptorPorteur,260,null,True,null,null,null,null,null,null,null,null
108722,PositionController,null,null,43 : 17395 (True) - TGfxDescriptorPorteur,null,null,True,null,null,null,null,null,null,null,null
108747,PositionController,True,null,43 : 108066 (True) - TGfxDescriptorPorteur,1300,null,True,0,0,520,null,null,null,null,null,True,null
108750,VictoryPositionController,null,null,null,null,null,null,null,null,null,null,null,null,null,null
109649,PositionController,True,null,43 : 108066 (True) - TGfxDescriptorPorteur,1300,null,True,0,0,520,136 : 109127 (True) - TGfxDescriptorCameraFollower,null,null,null,null,True,null
109652,FirePositionController,null,null,43 : 108066 (True) - TGfxDescriptorPorteur,2600,null,null,null,null,null,null,null,null,null,null
109658,SmokePositionController,null,null,43 : 108066 (True) - TGfxDescriptorPorteur,2600,null,null,null,null,null,null,null,null,null,null
109669,FirePositionController,null,null,null,1300,null,True,null,null,null,null,null,null,null,null
120083,PositionController,True,null,null,null,null,True,null,null,null,null,null,null,null,PositionModuleDescriptor
