[ID],NbFX,MountedWeaponDescriptorList,Tag,TagIndex,VitesseRotation,AngleRotationMax,AngleRotationMaxPitch,AngleRotationBasePitch,UnitIdleManagerDescriptor,TargetPositionPhysicalPropertyName,FlyingTimeAndHitPhysicalPropertyName,AngleRotationMinPitch,AngleRotationBase
42725,1,Collection[3],tourelle1,1,0.5235988,6.283185,1.308997,0.1745329,167 : 53395 (True) - TUnitIdleManagerArtillerieAutoMoteurDescriptor,null,null,null,null
42726,1,Collection[1],tourelle2,2,2.617994,6.283185,0.7853982,null,167 : 53395 (True) - TUnitIdleManagerArtillerieAutoMoteurDescriptor,TargetPositionTurret2,FlyingTimeAndHit2,-0.1745329,null
42760,3,Collection[1],tourelle1,1,1.047198,6.283185,0.7853982,0.1745329,178 : 53429 (True) - TUnitIdleManagerDCADescriptor,null,null,-0.1745329,null
42767,2,Collection[2],tourelle1,1,1.396263,6.283185,1.308997,0.1745329,178 : 53429 (True) - TUnitIdleManagerDCADescriptor,TargetPositionTurret1,FlyingTimeAndHit1,-0.1745329,null
42771,2,Collection[2],tourelle1,1,1.396263,6.283185,1.308997,0.1745329,178 : 53429 (True) - TUnitIdleManagerDCADescriptor,TargetPositionTurret1,FlyingTimeAndHit1,-0.1745329,null
42776,1,Collection[2],tourelle1,1,0.5235988,6.283185,0.4363323,null,183 : 53473 (True) - TUnitIdleManagerWatchForwardDescriptor,null,null,-0.1745329,null
42781,1,Collection[3],tourelle1,1,0.5235988,6.283185,1.308997,0.1745329,167 : 53395 (True) - TUnitIdleManagerArtillerieAutoMoteurDescriptor,null,null,null,null
42782,1,Collection[2],tourelle2,2,2.617994,6.283185,0.7853982,null,167 : 53395 (True) - TUnitIdleManagerArtillerieAutoMoteurDescriptor,TargetPositionTurret2,FlyingTimeAndHit2,-0.1745329,null
42787,1,Collection[3],tourelle1,1,0.5235988,0.2617994,1.308997,0.1745329,167 : 53395 (True) - TUnitIdleManagerArtillerieAutoMoteurDescriptor,null,null,null,null
42791,1,Collection[3],tourelle1,1,0.5235988,6.283185,1.308997,0.1745329,167 : 53395 (True) - TUnitIdleManagerArtillerieAutoMoteurDescriptor,null,null,null,null
42795,1,Collection[3],tourelle1,1,0.5235988,6.283185,1.308997,0.1745329,167 : 53395 (True) - TUnitIdleManagerArtillerieAutoMoteurDescriptor,null,null,null,null
42796,1,Collection[1],tourelle2,2,2.617994,6.283185,0.7853982,null,167 : 53395 (True) - TUnitIdleManagerArtillerieAutoMoteurDescriptor,TargetPositionTurret2,FlyingTimeAndHit2,-0.1745329,null
42800,1,Collection[3],tourelle1,1,0.5235988,6.283185,1.308997,0.1745329,167 : 53395 (True) - TUnitIdleManagerArtillerieAutoMoteurDescriptor,null,null,null,null
42801,1,Collection[1],tourelle2,2,2.617994,6.283185,0.7853982,null,167 : 53395 (True) - TUnitIdleManagerArtillerieAutoMoteurDescriptor,TargetPositionTurret2,FlyingTimeAndHit2,-0.1745329,null
42805,1,Collection[2],tourelle1,1,0.5235988,6.283185,1.308997,0.1745329,167 : 53395 (True) - TUnitIdleManagerArtillerieAutoMoteurDescriptor,null,null,null,null
